Description,DamageType,DamageDice,MonsterId,ActionId
Melee Weapon Attack: +14 to hit reach 10 ft. one target. Hit: 15 (2d6 + 8) slashing damage.,Slashing,2d6+8,23,7
Melee Weapon Attack: +14 to hit reach 20 ft. one target. Hit: 17 (2d8 + 8) bludgeoning damage.,Bludgeoning,2d8+8,23,3
Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it the creature is immune to the dragon's Frightful Presence for the next 24 hours .,,,23,8
The dragon exhales an icy blast in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw taking 72 (l6d8) cold damage on a failed save or half as much damage on a successful one.,Cold,16d8,23,14
The sphinx makes two claw attacks.,,,24,1
Melee Weapon Attack: +12 to hit reach 5 ft. one target. Hit: 17 (2d10 + 6) slashing damage.,Slashing,2d10+6,24,7
"The sphinx emits a magical roar. Each time it roars before finishing a long rest the roar is louder and the effect is different as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.

First Roar. Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.

Second Roar. Each creature that fails a DC 18 Wisdom saving throw is deafened and frightened for 1 minute. A frightened creature is paralyzed and can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.

Third Roar. Each creature makes a DC 18 Constitution saving throw. On a failed save a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save the creature takes half as much damage and isn't knocked prone.",,,24,18
The armor makes two melee attacks.,,,25,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) bludgeoning damage.,Bludgeoning,1d6+2,25,15
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage plus 3 (1d6) acid damage. If the target is a Large or smaller creature it is grappled (escape DC 13). Until this grapple ends the ankheg can bite only the grappled creature and has advantage on attack rolls to do so.,Slashing,2d6+3,26,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage plus 3 (1d6) acid damage. If the target is a Large or smaller creature it is grappled (escape DC 13). Until this grapple ends the ankheg can bite only the grappled creature and has advantage on attack rolls to do so.,Acid,1d6,26,6
The ankheg spits acid in a line that is 30 ft. long and 5 ft. wide provided that it has no creature grappled. Each creature in that line must make a DC 13 Dexterity saving throw taking 10 (3d6) acid damage on a failed save or half as much damage on a successful one.,Acid,3d6,26,19
The ape makes two fist attacks.,,,27,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) bludgeoning damage.,Bludgeoning,1d6+3,27,20
Ranged Weapon Attack: +5 to hit range 25/50 ft. one target. Hit: 6 (1d6 + 3) bludgeoning damage.,Bludgeoning,1d6+3,27,21
Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 4 (1d4 + 2) piercing damage.,Piercing,1d4+2,28,22
The assassin makes two shortsword attacks.,,,29,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage and the target must make a DC 15 Constitution saving throw taking 24 (7d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d6+3,29,23
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage and the target must make a DC 15 Constitution saving throw taking 24 (7d6) poison damage on a failed save or half as much damage on a successful one.,Poison,7d6,29,23
Ranged Weapon Attack: +6 to hit range 80/320 ft. one target. Hit: 7 (1d8 + 3) piercing damage and the target must make a DC 15 Constitution saving throw taking 24 (7d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d8+3,29,24
Ranged Weapon Attack: +6 to hit range 80/320 ft. one target. Hit: 7 (1d8 + 3) piercing damage and the target must make a DC 15 Constitution saving throw taking 24 (7d6) poison damage on a failed save or half as much damage on a successful one.,Poison,7d6,29,24
Melee Weapon Attack: +1 to hit reach 5 ft. one target. Hit: 1 (1d4 - 1) slashing damage.,Slashing,1d4-1,30,25
Melee Weapon Attack: +6 to hit reach 10 ft. one target. Hit: 14 (3d6 + 4) bludgeoning damage.,Bludgeoning,3d6+4,31,15
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) slashing damage.,Slashing,1d8+2,32,26
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) bludgeoning damage or 8 (1d10 + 3) bludgeoning damage if used with two hands to make a melee attack plus 3 (1d6) fire damage.,Bludgeoning,1d8+3,33,27
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) bludgeoning damage or 8 (1d10 + 3) bludgeoning damage if used with two hands to make a melee attack plus 3 (1d6) fire damage.,Fire,1d6,33,27
Melee Weapon Attack: +1 to hit reach 5 ft. one target. Hit: 1 (1d4 - 1) piercing damage.,Piercing,1d4-1,34,6
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 1 piercing damage.,Piercing,1,35,6
The balor makes two attacks: one with its longsword and one with its whip.,,,36,1
Melee Weapon Attack: +14 to hit reach 10 ft. one target. Hit: 21 (3d8 + 8) slashing damage plus 13 (3d8) lightning damage. If the balor scores a critical hit it rolls damage dice three times instead of twice.,Slashing,3d8+8,36,28
Melee Weapon Attack: +14 to hit reach 10 ft. one target. Hit: 21 (3d8 + 8) slashing damage plus 13 (3d8) lightning damage. If the balor scores a critical hit it rolls damage dice three times instead of twice.,Lightning,3d8,36,28
Melee Weapon Attack: +14 to hit reach 30 ft. one target. Hit: 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward the balor.,Slashing,2d6+8,36,29
Melee Weapon Attack: +14 to hit reach 30 ft. one target. Hit: 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward the balor.,Fire,3d6,36,29
The balor magically teleports along with any equipment it is wearing or carrying up to 120 feet to an unoccupied space it can see.,,,36,30
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) slashing damage.,Slashing,1d6+1,37,31
Ranged Weapon Attack: +3 to hit range 80 ft./320 ft. one target. Hit: 5 (1d8 + 1) piercing damage.,Piercing,1d8+1,37,24
The captain makes three melee attacks: two with its scimitar and one with its dagger. Or the captain makes two ranged attacks with its daggers.,,,38,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,38,31
Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 5 (1d4 + 3) piercing damage.,Piercing,1d4+3,38,22
The devil makes three melee attacks: one with its tail and two with its claws. Alternatively it can use Hurl Flame twice.,,,39,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage.,Piercing,1d6+3,39,7
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage.,Piercing,2d6+3,39,3
Ranged Spell Attack: +5 to hit range 150 ft. one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn't being worn or carried it also catches fire.,Fire,3d6,39,32
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage.,Piercing,2d6+3,40,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage.,Poison,2d6,40,6
Melee Weapon Attack: +0 to hit reach 5 ft. one creature. Hit: 1 piercing damage.,Piercing,1,41,6
The devil makes two attacks: one with its beard and one with its glaive.,,,42,1
Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 6 (1d8 + 2) piercing damage and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way the target can't regain hit points. The target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,Piercing,1d8+2,42,33
Melee Weapon Attack: +5 to hit reach 10 ft. one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.,Slashing,1d10+3,42,34
The behir makes two attacks: one with its bite and one to constrict.,,,43,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 22 (3d10 + 6) piercing damage.,Piercing,3d10+6,43,6
Melee Weapon Attack: +10 to hit reach 5 ft. one Large or smaller creature. Hit: 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is grappled (escape DC 16) if the behir isn't already constricting a creature and the target is restrained until this grapple ends.,Bludgeoning,2d10+6,43,35
Melee Weapon Attack: +10 to hit reach 5 ft. one Large or smaller creature. Hit: 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is grappled (escape DC 16) if the behir isn't already constricting a creature and the target is restrained until this grapple ends.,Slashing,2d10+6,43,35
The behir exhales a line of lightning that is 20 ft. long and 5 ft. wide. Each creature in that line must make a DC 16 Dexterity saving throw taking 66 (12d10) lightning damage on a failed save or half as much damage on a successful one.,Lightning,12d10,43,10
"The behir makes one bite attack against a Medium or smaller target it is grappling. If the attack hits the target is also swallowed and the grapple ends. While swallowed the target is blinded and restrained it has total cover against attacks and other effects outside the behir and it takes 21 (6d6) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time.
If the behir takes 30 damage or more on a single turn from the swallowed creature the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature which falls prone in a space within 10 ft. of the behir. If the behir dies a swallowed creature is no longer restrained by it and can escape from the corpse by using 15 ft. of movement exiting prone.",Acid,6d6,43,36
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 9 (1d12 + 3) slashing damage.,Slashing,1d12+3,44,37
